pos=IN pos:-1=null lemma=uc whascl=true sprel=dep roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=U wprefix:2=UC wprefix:3=UC wprefix:4=UC wsuffix:1=C wsuffix:2=UC wsuffix:3=UC wsuffix:4=UC roleInLink=NONE
pos=DT pos:-1=NNP lemma=the whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:1=e wsuffix:2=he wsuffix:3=the wsuffix:4=the roleInLink=NONE
pos=NNS pos:-1=DT lemma=product whascl=false sprel=nsubjpass roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=p wprefix:2=pr wprefix:3=pro wprefix:4=prod wsuffix:1=s wsuffix:2=ts wsuffix:3=cts wsuffix:4=ucts roleInLink=NONE
pos=DT pos:-1=NNS lemma=a whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:1=a wsuffix:2=a wsuffix:3=a wsuffix:4=a roleInLink=NONE
pos=NN pos:-1=DT lemma=customer whascl=true sprel=nsubj roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=C wprefix:2=Cu wprefix:3=Cus wprefix:4=Cust wsuffix:1=r wsuffix:2=er wsuffix:3=mer wsuffix:4=omer roleInLink=HEAD
pos=VBZ pos:-1=NN lemma=want whascl=false sprel=rcmod roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=w wprefix:2=wa wprefix:3=wan wprefix:4=want wsuffix:1=s wsuffix:2=ts wsuffix:3=nts wsuffix:4=ants roleInLink=NONE
pos=TO pos:-1=VBZ lemma=to whascl=false sprel=aux roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:1=o wsuffix:2=to wsuffix:3=to wsuffix:4=to roleInLink=NONE
pos=VB pos:-1=TO lemma=buy whascl=false sprel=xcomp roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=b wprefix:2=bu wprefix:3=buy wprefix:4=buy wsuffix:1=y wsuffix:2=uy wsuffix:3=buy wsuffix:4=buy roleInLink=NONE
pos=VBP pos:-1=VB lemma=be whascl=false sprel=auxpass roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=ar wprefix:3=are wprefix:4=are wsuffix:1=e wsuffix:2=re wsuffix:3=are wsuffix:4=are roleInLink=NONE
pos=VBN pos:-1=VBP lemma=detect whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=d wprefix:2=de wprefix:3=det wprefix:4=dete wsuffix:1=d wsuffix:2=ed wsuffix:3=ted wsuffix:4=cted roleInLink=NONE
pos=CC pos:-1=VBN lemma=and whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=an wprefix:3=and wprefix:4=and wsuffix:1=d wsuffix:2=nd wsuffix:3=and wsuffix:4=and roleInLink=NONE
pos=DT pos:-1=CC lemma=the whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:1=e wsuffix:2=he wsuffix:3=the wsuffix:4=the roleInLink=NONE
pos=NN pos:-1=DT lemma=payment whascl=false sprel=nsubjpass roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=p wprefix:2=pa wprefix:3=pay wprefix:4=paym wsuffix:1=t wsuffix:2=nt wsuffix:3=ent wsuffix:4=ment roleInLink=NONE
pos=: pos:-1=NN lemma=- whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=- wprefix:2=- wprefix:3=- wprefix:4=- wsuffix:1=- wsuffix:2=- wsuffix:3=- wsuffix:4=- roleInLink=NONE
pos=CC pos:-1=: lemma=either whascl=false sprel=dep roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=e wprefix:2=ei wprefix:3=eit wprefix:4=eith wsuffix:1=r wsuffix:2=er wsuffix:3=her wsuffix:4=ther roleInLink=NONE
pos=IN pos:-1=CC lemma=by whascl=false sprel=dep roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=b wprefix:2=by wprefix:3=by wprefix:4=by wsuffix:1=y wsuffix:2=by wsuffix:3=by wsuffix:4=by roleInLink=NONE
pos=NN pos:-1=IN lemma=credit whascl=false sprel=nn roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=c wprefix:2=cr wprefix:3=cre wprefix:4=cred wsuffix:1=t wsuffix:2=it wsuffix:3=dit wsuffix:4=edit roleInLink=NONE
pos=NN pos:-1=NN lemma=card whascl=false sprel=pobj roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=c wprefix:2=ca wprefix:3=car wprefix:4=card wsuffix:1=d wsuffix:2=rd wsuffix:3=ard wsuffix:4=card roleInLink=NONE
pos=CC pos:-1=NN lemma=or whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=o wprefix:2=or wprefix:3=or wprefix:4=or wsuffix:1=r wsuffix:2=or wsuffix:3=or wsuffix:4=or roleInLink=NONE
pos=NN pos:-1=CC lemma=cash whascl=false sprel=conj_or roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=c wprefix:2=ca wprefix:3=cas wprefix:4=cash wsuffix:1=h wsuffix:2=sh wsuffix:3=ash wsuffix:4=cash roleInLink=NONE
pos=: pos:-1=NN lemma=- whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=- wprefix:2=- wprefix:3=- wprefix:4=- wsuffix:1=- wsuffix:2=- wsuffix:3=- wsuffix:4=- roleInLink=NONE
pos=VBZ pos:-1=: lemma=be whascl=false sprel=auxpass roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=i wprefix:2=is wprefix:3=is wprefix:4=is wsuffix:1=s wsuffix:2=is wsuffix:3=is wsuffix:4=is roleInLink=NONE
pos=VBN pos:-1=VBZ lemma=perform whascl=false sprel=conj_and roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=p wprefix:2=pe wprefix:3=per wprefix:4=perf wsuffix:1=d wsuffix:2=ed wsuffix:3=med wsuffix:4=rmed roleInLink=NONE
pos=. pos:-1=VBN lemma=. whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=. wprefix:2=. wprefix:3=. wprefix:4=. wsuffix:1=. wsuffix:2=. wsuffix:3=. wsuffix:4=. roleInLink=NONE
pos=VBN pos:-1=null lemma=involve whascl=true sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=I wprefix:2=In wprefix:3=Inv wprefix:4=Invo wsuffix:1=d wsuffix:2=ed wsuffix:3=ved wsuffix:4=lved roleInLink=NONE
pos=NNS pos:-1=VBN lemma=actor whascl=true sprel=dobj roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=A wprefix:2=Ac wprefix:3=Act wprefix:4=Acto wsuffix:1=s wsuffix:2=rs wsuffix:3=ors wsuffix:4=tors roleInLink=NONE
pos=NN pos:-1=null lemma=customer whascl=true sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=C wprefix:2=Cu wprefix:3=Cus wprefix:4=Cust wsuffix:1=r wsuffix:2=er wsuffix:3=mer wsuffix:4=omer roleInLink=HEAD
pos=, pos:-1=NN lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Cashier whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:1=r wsuffix:2=er wsuffix:3=ier wsuffix:4=hier roleInLink=HEAD
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Bank whascl=true sprel=appos roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=B wprefix:2=Ba wprefix:3=Ban wprefix:4=Bank wsuffix:1=k wsuffix:2=nk wsuffix:3=ank wsuffix:4=Bank roleInLink=HEAD
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Printer whascl=true sprel=appos roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=P wprefix:2=Pr wprefix:3=Pri wprefix:4=Prin wsuffix:1=r wsuffix:2=er wsuffix:3=ter wsuffix:4=nter roleInLink=HEAD
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Card whascl=true sprel=appos roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Car wprefix:4=Card wsuffix:1=d wsuffix:2=rd wsuffix:3=ard wsuffix:4=Card roleInLink=HEAD
pos=NNP pos:-1=NNP lemma=Reader whascl=true sprel=appos roleInLink:-1=LAST roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=R wprefix:2=Re wprefix:3=Rea wprefix:4=Read wsuffix:1=r wsuffix:2=er wsuffix:3=der wsuffix:4=ader roleInLink=LAST
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=CONT wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Cash whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:1=h wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash roleInLink=HEAD
pos=NNP pos:-1=NNP lemma=Box whascl=true sprel=appos roleInLink:-1=LAST roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=B wprefix:2=Bo wprefix:3=Box wprefix:4=Box wsuffix:1=x wsuffix:2=ox wsuffix:3=Box wsuffix:4=Box roleInLink=LAST
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=CONT wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Bar whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=B wprefix:2=Ba wprefix:3=Bar wprefix:4=Bar wsuffix:1=r wsuffix:2=ar wsuffix:3=Bar wsuffix:4=Bar roleInLink=HEAD
pos=NNP pos:-1=NNP lemma=Code whascl=true sprel=nn roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Co wprefix:3=Cod wprefix:4=Code wsuffix:1=e wsuffix:2=de wsuffix:3=ode wsuffix:4=Code roleInLink=CONT
pos=NNP pos:-1=NNP lemma=Scanner whascl=true sprel=appos roleInLink:-1=LAST roleInLink:-2=LAST wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=S wprefix:2=Sc wprefix:3=Sca wprefix:4=Scan wsuffix:1=r wsuffix:2=er wsuffix:3=ner wsuffix:4=nner roleInLink=LAST
pos=, pos:-1=NNP lemma=, whascl=false sprel=null roleInLink:-1=CONT roleInLink:-2=CONT wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:1=, wsuffix:2=, wsuffix:3=, wsuffix:4=, roleInLink=NONE
pos=NNP pos:-1=, lemma=Light whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=L wprefix:2=Li wprefix:3=Lig wprefix:4=Ligh wsuffix:1=t wsuffix:2=ht wsuffix:3=ght wsuffix:4=ight roleInLink=HEAD
pos=NNP pos:-1=NNP lemma=Display whascl=true sprel=appos roleInLink:-1=LAST roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=D wprefix:2=Di wprefix:3=Dis wprefix:4=Disp wsuffix:1=y wsuffix:2=ay wsuffix:3=lay wsuffix:4=play roleInLink=LAST
pos=NN pos:-1=null lemma=precondition whascl=true sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=P wprefix:2=Pr wprefix:3=Pre wprefix:4=Prec wsuffix:1=n wsuffix:2=on wsuffix:3=ion wsuffix:4=tion roleInLink=NONE
pos=DT pos:-1=null lemma=the whascl=true sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=T wprefix:2=Th wprefix:3=The wprefix:4=The wsuffix:1=e wsuffix:2=he wsuffix:3=The wsuffix:4=The roleInLink=NONE
pos=NNP pos:-1=DT lemma=Cash whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:1=h wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash roleInLink=NONE
pos=NNP pos:-1=NNP lemma=Desk whascl=true sprel=nsubj roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=D wprefix:2=De wprefix:3=Des wprefix:4=Desk wsuffix:1=k wsuffix:2=sk wsuffix:3=esk wsuffix:4=Desk roleInLink=NONE
pos=CC pos:-1=NNP lemma=and whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=an wprefix:3=and wprefix:4=and wsuffix:1=d wsuffix:2=nd wsuffix:3=and wsuffix:4=and roleInLink=NONE
pos=DT pos:-1=CC lemma=the whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:1=e wsuffix:2=he wsuffix:3=the wsuffix:4=the roleInLink=NONE
pos=NNP pos:-1=DT lemma=Cashier whascl=true sprel=conj_and roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:1=r wsuffix:2=er wsuffix:3=ier wsuffix:4=hier roleInLink=HEAD
pos=VBP pos:-1=NNP lemma=be whascl=false sprel=cop roleInLink:-1=CONT roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=ar wprefix:3=are wprefix:4=are wsuffix:1=e wsuffix:2=re wsuffix:3=are wsuffix:4=are roleInLink=NONE
pos=JJ pos:-1=VBP lemma=ready whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=CONT wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=r wprefix:2=re wprefix:3=rea wprefix:4=read wsuffix:1=y wsuffix:2=dy wsuffix:3=ady wsuffix:4=eady roleInLink=NONE
pos=TO pos:-1=JJ lemma=to whascl=false sprel=aux roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:1=o wsuffix:2=to wsuffix:3=to wsuffix:4=to roleInLink=NONE
pos=VB pos:-1=TO lemma=start whascl=false sprel=xcomp roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=s wprefix:2=st wprefix:3=sta wprefix:4=star wsuffix:1=t wsuffix:2=rt wsuffix:3=art wsuffix:4=tart roleInLink=NONE
pos=DT pos:-1=VB lemma=a whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:1=a wsuffix:2=a wsuffix:3=a wsuffix:4=a roleInLink=NONE
pos=JJ pos:-1=DT lemma=new whascl=false sprel=amod roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=n wprefix:2=ne wprefix:3=new wprefix:4=new wsuffix:1=w wsuffix:2=ew wsuffix:3=new wsuffix:4=new roleInLink=NONE
pos=NN pos:-1=JJ lemma=sale whascl=false sprel=dobj roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=s wprefix:2=sa wprefix:3=sal wprefix:4=sale wsuffix:1=e wsuffix:2=le wsuffix:3=ale wsuffix:4=sale roleInLink=NONE
pos=. pos:-1=NN lemma=. whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=. wprefix:2=. wprefix:3=. wprefix:4=. wsuffix:1=. wsuffix:2=. wsuffix:3=. wsuffix:4=. roleInLink=NONE
pos=NN pos:-1=null lemma=trigger whascl=true sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true whasdigit=false wprefix:1=T wprefix:2=Tr wprefix:3=Tri wprefix:4=Trig wsuffix:1=r wsuffix:2=er wsuffix:3=ger wsuffix:4=gger roleInLink=NONE
pos=VBG pos:-1=null lemma=come whascl=true sprel=dep roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Co wprefix:3=Com wprefix:4=Comi wsuffix:1=g wsuffix:2=ng wsuffix:3=ing wsuffix:4=ming roleInLink=NONE
pos=TO pos:-1=VBG lemma=to whascl=false sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:1=o wsuffix:2=to wsuffix:3=to wsuffix:4=to roleInLink=NONE
pos=DT pos:-1=TO lemma=the whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:1=e wsuffix:2=he wsuffix:3=the wsuffix:4=the roleInLink=NONE
pos=NNP pos:-1=DT lemma=Cash whascl=true sprel=nn roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:1=h wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash roleInLink=NONE
pos=NNP pos:-1=NNP lemma=Desk whascl=true sprel=null roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false whasdigit=false wprefix:1=D wprefix:2=De wprefix:3=Des wprefix:4=Desk wsuffix:1=k wsuffix:2=sk wsuffix:3=esk wsuffix:4=Desk roleInLink=NONE
pos=DT pos:-1=NNP lemma=a whascl=false sprel=det roleInLink:-1=NONE roleInLink:-2=NONE wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false whasdigit=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:1=a wsuffix:2=a wsuffix:3=a wsuffix:4=a roleInLink=NONE
