lemma=uc pos=IN pos:1=CD whascl=true whasdigit=false sprel=dep sppos=NNP wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=U wprefix:2=UC wprefix:3=UC wprefix:4=UC wsuffix:2=UC wsuffix:3=UC wsuffix:4=UC linktype=none
lemma=the pos=DT pos:1=NNS whascl=false whasdigit=false sprel=det sppos=NNS wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:2=he wsuffix:3=the wsuffix:4=the linktype=none
lemma=product pos=NNS pos:1=DT whascl=false whasdigit=false sprel=nsubjpass sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=p wprefix:2=pr wprefix:3=pro wprefix:4=prod wsuffix:2=ts wsuffix:3=cts wsuffix:4=ucts linktype=none
lemma=a pos=DT pos:1=NN whascl=false whasdigit=false sprel=det sppos=NN wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:2=a wsuffix:3=a wsuffix:4=a linktype=none
lemma=customer pos=NN pos:1=VBZ whascl=true whasdigit=false sprel=nsubj sppos=VBZ wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Cu wprefix:3=Cus wprefix:4=Cust wsuffix:2=er wsuffix:3=mer wsuffix:4=omer linktype=class
lemma=want pos=VBZ pos:1=TO whascl=false whasdigit=false sprel=rcmod sppos=NNS wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=w wprefix:2=wa wprefix:3=wan wprefix:4=want wsuffix:2=ts wsuffix:3=nts wsuffix:4=ants linktype=none
lemma=to pos=TO pos:1=VB whascl=false whasdigit=false sprel=aux sppos=VB wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:2=to wsuffix:3=to wsuffix:4=to linktype=none
lemma=buy pos=VB pos:1=VBP whascl=false whasdigit=false sprel=xcomp sppos=VBZ wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=b wprefix:2=bu wprefix:3=buy wprefix:4=buy wsuffix:2=uy wsuffix:3=buy wsuffix:4=buy linktype=none
lemma=be pos=VBP pos:1=VBN whascl=false whasdigit=false sprel=auxpass sppos=VBN wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=ar wprefix:3=are wprefix:4=are wsuffix:2=re wsuffix:3=are wsuffix:4=are linktype=none
lemma=detect pos=VBN pos:1=CC whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=d wprefix:2=de wprefix:3=det wprefix:4=dete wsuffix:2=ed wsuffix:3=ted wsuffix:4=cted linktype=none
lemma=and pos=CC pos:1=DT whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=an wprefix:3=and wprefix:4=and wsuffix:2=nd wsuffix:3=and wsuffix:4=and linktype=none
lemma=the pos=DT pos:1=NN whascl=false whasdigit=false sprel=det sppos=NN wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:2=he wsuffix:3=the wsuffix:4=the linktype=none
lemma=payment pos=NN pos:1=: whascl=false whasdigit=false sprel=nsubjpass sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=p wprefix:2=pa wprefix:3=pay wprefix:4=paym wsuffix:2=nt wsuffix:3=ent wsuffix:4=ment linktype=none
lemma=- pos=: pos:1=CC whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=- wprefix:2=- wprefix:3=- wprefix:4=- wsuffix:2=- wsuffix:3=- wsuffix:4=- linktype=none
lemma=either pos=CC pos:1=IN whascl=false whasdigit=false sprel=dep sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=e wprefix:2=ei wprefix:3=eit wprefix:4=eith wsuffix:2=er wsuffix:3=her wsuffix:4=ther linktype=none
lemma=by pos=IN pos:1=NN whascl=false whasdigit=false sprel=dep sppos=CC wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=b wprefix:2=by wprefix:3=by wprefix:4=by wsuffix:2=by wsuffix:3=by wsuffix:4=by linktype=none
lemma=credit pos=NN pos:1=NN whascl=false whasdigit=false sprel=nn sppos=NN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=c wprefix:2=cr wprefix:3=cre wprefix:4=cred wsuffix:2=it wsuffix:3=dit wsuffix:4=edit linktype=none
lemma=card pos=NN pos:1=CC whascl=false whasdigit=false sprel=pobj sppos=IN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=c wprefix:2=ca wprefix:3=car wprefix:4=card wsuffix:2=rd wsuffix:3=ard wsuffix:4=card linktype=none
lemma=or pos=CC pos:1=NN whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=o wprefix:2=or wprefix:3=or wprefix:4=or wsuffix:2=or wsuffix:3=or wsuffix:4=or linktype=none
lemma=cash pos=NN pos:1=: whascl=false whasdigit=false sprel=conj_or sppos=IN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=c wprefix:2=ca wprefix:3=cas wprefix:4=cash wsuffix:2=sh wsuffix:3=ash wsuffix:4=cash linktype=none
lemma=- pos=: pos:1=VBZ whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=- wprefix:2=- wprefix:3=- wprefix:4=- wsuffix:2=- wsuffix:3=- wsuffix:4=- linktype=none
lemma=be pos=VBZ pos:1=VBN whascl=false whasdigit=false sprel=auxpass sppos=VBN wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=i wprefix:2=is wprefix:3=is wprefix:4=is wsuffix:2=is wsuffix:3=is wsuffix:4=is linktype=none
lemma=perform pos=VBN pos:1=. whascl=false whasdigit=false sprel=conj_and sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=p wprefix:2=pe wprefix:3=per wprefix:4=perf wsuffix:2=ed wsuffix:3=med wsuffix:4=rmed linktype=none
lemma=. pos=. pos:1=null whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=. wprefix:2=. wprefix:3=. wprefix:4=. wsuffix:2=. wsuffix:3=. wsuffix:4=. linktype=none
lemma=involve pos=VBN pos:1=NNS whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=I wprefix:2=In wprefix:3=Inv wprefix:4=Invo wsuffix:2=ed wsuffix:3=ved wsuffix:4=lved linktype=none
lemma=actor pos=NNS pos:1=null whascl=true whasdigit=false sprel=dobj sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=false wprefix:1=A wprefix:2=Ac wprefix:3=Act wprefix:4=Acto wsuffix:2=rs wsuffix:3=ors wsuffix:4=tors linktype=none
lemma=customer pos=NN pos:1=, whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Cu wprefix:3=Cus wprefix:4=Cust wsuffix:2=er wsuffix:3=mer wsuffix:4=omer linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Cashier pos=NNP pos:1=, whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:2=er wsuffix:3=ier wsuffix:4=hier linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Bank pos=NNP pos:1=, whascl=true whasdigit=false sprel=appos sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=B wprefix:2=Ba wprefix:3=Ban wprefix:4=Bank wsuffix:2=nk wsuffix:3=ank wsuffix:4=Bank linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Printer pos=NNP pos:1=, whascl=true whasdigit=false sprel=appos sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=P wprefix:2=Pr wprefix:3=Pri wprefix:4=Prin wsuffix:2=er wsuffix:3=ter wsuffix:4=nter linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Card pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=appos sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Ca wprefix:3=Car wprefix:4=Card wsuffix:2=rd wsuffix:3=ard wsuffix:4=Card linktype=class
lemma=Reader pos=NNP pos:1=, whascl=true whasdigit=false sprel=appos sppos=NN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=R wprefix:2=Re wprefix:3=Rea wprefix:4=Read wsuffix:2=er wsuffix:3=der wsuffix:4=ader linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Cash pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash linktype=class
lemma=Box pos=NNP pos:1=, whascl=true whasdigit=false sprel=appos sppos=NN wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=B wprefix:2=Bo wprefix:3=Box wprefix:4=Box wsuffix:2=ox wsuffix:3=Box wsuffix:4=Box linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Bar pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=B wprefix:2=Ba wprefix:3=Bar wprefix:4=Bar wsuffix:2=ar wsuffix:3=Bar wsuffix:4=Bar linktype=class
lemma=Code pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Co wprefix:3=Cod wprefix:4=Code wsuffix:2=de wsuffix:3=ode wsuffix:4=Code linktype=class
lemma=Scanner pos=NNP pos:1=, whascl=true whasdigit=false sprel=appos sppos=NN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=S wprefix:2=Sc wprefix:3=Sca wprefix:4=Scan wsuffix:2=er wsuffix:3=ner wsuffix:4=nner linktype=class
lemma=, pos=, pos:1=NNP whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=, wprefix:2=, wprefix:3=, wprefix:4=, wsuffix:2=, wsuffix:3=, wsuffix:4=, linktype=none
lemma=Light pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=false wprefix:1=L wprefix:2=Li wprefix:3=Lig wprefix:4=Ligh wsuffix:2=ht wsuffix:3=ght wsuffix:4=ight linktype=class
lemma=Display pos=NNP pos:1=null whascl=true whasdigit=false sprel=appos sppos=NN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=D wprefix:2=Di wprefix:3=Dis wprefix:4=Disp wsuffix:2=ay wsuffix:3=lay wsuffix:4=play linktype=class
lemma=precondition pos=NN pos:1=null whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=P wprefix:2=Pr wprefix:3=Pre wprefix:4=Prec wsuffix:2=on wsuffix:3=ion wsuffix:4=tion linktype=none
lemma=the pos=DT pos:1=NNP whascl=true whasdigit=false sprel=det sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=T wprefix:2=Th wprefix:3=The wprefix:4=The wsuffix:2=he wsuffix:3=The wsuffix:4=The linktype=none
lemma=Cash pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash linktype=none
lemma=Desk pos=NNP pos:1=CC whascl=true whasdigit=false sprel=nsubj sppos=JJ wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=D wprefix:2=De wprefix:3=Des wprefix:4=Desk wsuffix:2=sk wsuffix:3=esk wsuffix:4=Desk linktype=none
lemma=and pos=CC pos:1=DT whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=an wprefix:3=and wprefix:4=and wsuffix:2=nd wsuffix:3=and wsuffix:4=and linktype=none
lemma=the pos=DT pos:1=NNP whascl=false whasdigit=false sprel=det sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:2=he wsuffix:3=the wsuffix:4=the linktype=none
lemma=Cashier pos=NNP pos:1=VBP whascl=true whasdigit=false sprel=conj_and sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:2=er wsuffix:3=ier wsuffix:4=hier linktype=class
lemma=be pos=VBP pos:1=JJ whascl=false whasdigit=false sprel=cop sppos=JJ wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=ar wprefix:3=are wprefix:4=are wsuffix:2=re wsuffix:3=are wsuffix:4=are linktype=none
lemma=ready pos=JJ pos:1=TO whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=false wprefix:1=r wprefix:2=re wprefix:3=rea wprefix:4=read wsuffix:2=dy wsuffix:3=ady wsuffix:4=eady linktype=none
lemma=to pos=TO pos:1=VB whascl=false whasdigit=false sprel=aux sppos=VB wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:2=to wsuffix:3=to wsuffix:4=to linktype=none
lemma=start pos=VB pos:1=DT whascl=false whasdigit=false sprel=xcomp sppos=JJ wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=false wprefix:1=s wprefix:2=st wprefix:3=sta wprefix:4=star wsuffix:2=rt wsuffix:3=art wsuffix:4=tart linktype=none
lemma=a pos=DT pos:1=JJ whascl=false whasdigit=false sprel=det sppos=NN wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:2=a wsuffix:3=a wsuffix:4=a linktype=none
lemma=new pos=JJ pos:1=NN whascl=false whasdigit=false sprel=amod sppos=NN wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=n wprefix:2=ne wprefix:3=new wprefix:4=new wsuffix:2=ew wsuffix:3=new wsuffix:4=new linktype=none
lemma=sale pos=NN pos:1=. whascl=false whasdigit=false sprel=dobj sppos=VB wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=s wprefix:2=sa wprefix:3=sal wprefix:4=sale wsuffix:2=le wsuffix:3=ale wsuffix:4=sale linktype=none
lemma=. pos=. pos:1=null whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=. wprefix:2=. wprefix:3=. wprefix:4=. wsuffix:2=. wsuffix:3=. wsuffix:4=. linktype=none
lemma=trigger pos=NN pos:1=null whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=T wprefix:2=Tr wprefix:3=Tri wprefix:4=Trig wsuffix:2=er wsuffix:3=ger wsuffix:4=gger linktype=none
lemma=come pos=VBG pos:1=TO whascl=true whasdigit=false sprel=dep sppos=VBZ wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Co wprefix:3=Com wprefix:4=Comi wsuffix:2=ng wsuffix:3=ing wsuffix:4=ming linktype=none
lemma=to pos=TO pos:1=DT whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:2=to wsuffix:3=to wsuffix:4=to linktype=none
lemma=the pos=DT pos:1=NNP whascl=false whasdigit=false sprel=det sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=th wprefix:3=the wprefix:4=the wsuffix:2=he wsuffix:3=the wsuffix:4=the linktype=none
lemma=Cash pos=NNP pos:1=NNP whascl=true whasdigit=false sprel=nn sppos=NNP wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=C wprefix:2=Ca wprefix:3=Cas wprefix:4=Cash wsuffix:2=sh wsuffix:3=ash wsuffix:4=Cash linktype=none
lemma=Desk pos=NNP pos:1=DT whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=D wprefix:2=De wprefix:3=Des wprefix:4=Desk wsuffix:2=sk wsuffix:3=esk wsuffix:4=Desk linktype=none
lemma=a pos=DT pos:1=NNP whascl=false whasdigit=false sprel=det sppos=NNP wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=a wprefix:2=a wprefix:3=a wprefix:4=a wsuffix:2=a wsuffix:3=a wsuffix:4=a linktype=none
lemma=Costumer pos=NNP pos:1=VBZ whascl=true whasdigit=false sprel=nsubj sppos=VBZ wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Co wprefix:3=Cos wprefix:4=Cost wsuffix:2=er wsuffix:3=mer wsuffix:4=umer linktype=none
lemma=want pos=VBZ pos:1=TO whascl=false whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=w wprefix:2=wa wprefix:3=wan wprefix:4=want wsuffix:2=ts wsuffix:3=nts wsuffix:4=ants linktype=none
lemma=to pos=TO pos:1=VB whascl=false whasdigit=false sprel=aux sppos=VB wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=t wprefix:2=to wprefix:3=to wprefix:4=to wsuffix:2=to wsuffix:3=to wsuffix:4=to linktype=none
lemma=pay pos=VB pos:1=PRP$ whascl=false whasdigit=false sprel=xcomp sppos=VBZ wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=p wprefix:2=pa wprefix:3=pay wprefix:4=pay wsuffix:2=ay wsuffix:3=pay wsuffix:4=pay linktype=none
lemma=he pos=PRP$ pos:1=JJ whascl=false whasdigit=false sprel=poss sppos=NNS wminlen:2=true wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=h wprefix:2=hi wprefix:3=his wprefix:4=his wsuffix:2=is wsuffix:3=his wsuffix:4=his linktype=none
lemma=chosen pos=JJ pos:1=NN whascl=false whasdigit=false sprel=amod sppos=NNS wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=c wprefix:2=ch wprefix:3=cho wprefix:4=chos wsuffix:2=en wsuffix:3=sen wsuffix:4=osen linktype=none
lemma=product pos=NN pos:1=NNS whascl=false whasdigit=false sprel=nn sppos=NNS wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=p wprefix:2=pr wprefix:3=pro wprefix:4=prod wsuffix:2=ct wsuffix:3=uct wsuffix:4=duct linktype=none
lemma=item pos=NNS pos:1=. whascl=false whasdigit=false sprel=dobj sppos=VB wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=i wprefix:2=it wprefix:3=ite wprefix:4=item wsuffix:2=ms wsuffix:3=ems wsuffix:4=tems linktype=none
lemma=. pos=. pos:1=null whascl=false whasdigit=false sprel=null sppos=null wminlen:2=false wminlen:3=false wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=. wprefix:2=. wprefix:3=. wprefix:4=. wsuffix:2=. wsuffix:3=. wsuffix:4=. linktype=none
lemma=postcondition pos=NN pos:1=null whascl=true whasdigit=false sprel=null sppos=null wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=P wprefix:2=Po wprefix:3=Pos wprefix:4=Post wsuffix:2=on wsuffix:3=ion wsuffix:4=tion linktype=none
lemma=the pos=DT pos:1=NN whascl=true whasdigit=false sprel=det sppos=NN wminlen:2=true wminlen:3=true wminlen:4=false wminlen:5=false wminlen:6=false wprefix:1=T wprefix:2=Th wprefix:3=The wprefix:4=The wsuffix:2=he wsuffix:3=The wsuffix:4=The linktype=none
lemma=customer pos=NN pos:1=VBZ whascl=true whasdigit=false sprel=nsubj sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=true wminlen:6=true wprefix:1=C wprefix:2=Cu wprefix:3=Cus wprefix:4=Cust wsuffix:2=er wsuffix:3=mer wsuffix:4=omer linktype=class
lemma=have pos=VBZ pos:1=VBN whascl=false whasdigit=false sprel=aux sppos=VBN wminlen:2=true wminlen:3=true wminlen:4=true wminlen:5=false wminlen:6=false wprefix:1=h wprefix:2=ha wprefix:3=has wprefix:4=has wsuffix:2=as wsuffix:3=has wsuffix:4=has linktype=none
